7939,2008-02-02 13:59:35,116.44107000,39.83225000
7939,2008-02-02 14:13:53,116.45549000,39.90431000
7939,2008-02-02 14:16:49,116.45524000,39.90700000
7939,2008-02-02 14:23:53,116.42542000,39.90759000
7939,2008-02-02 14:28:16,116.41678000,39.91428000
7939,2008-02-02 14:33:53,116.41162000,39.91292000
7939,2008-02-02 14:38:15,116.41181000,39.90724000
7939,2008-02-02 14:45:49,116.40613000,39.90946000
7939,2008-02-02 14:55:48,116.41096000,39.93107000
7939,2008-02-02 15:14:19,116.41280000,39.95049000
7939,2008-02-02 15:24:19,116.41280000,39.95049000
7939,2008-02-02 15:42:15,116.41486000,39.95777000
7939,2008-02-02 15:46:21,116.41902000,39.96389000
7939,2008-02-02 15:52:15,116.41868000,39.96746000
7939,2008-02-02 16:03:17,116.41211000,39.96827000
7939,2008-02-02 16:12:15,116.40254000,39.98772000
7939,2008-02-02 16:33:17,116.31244000,39.97950000
7939,2008-02-02 16:48:06,116.37504000,39.97778000
7939,2008-02-02 16:58:06,116.37440000,39.97381000
7939,2008-02-02 17:08:06,116.37287000,39.97326000
7939,2008-02-02 17:28:06,116.37429000,39.97588000
7939,2008-02-02 17:38:06,116.36954000,39.96703000
7939,2008-02-02 17:48:06,116.35519000,39.95506000
7939,2008-02-02 17:55:36,116.35302000,39.94659000
7939,2008-02-02 18:02:59,116.36475000,39.95926000
7939,2008-02-02 18:32:59,116.33264000,39.96957000
7939,2008-02-02 18:47:49,116.32780000,39.97348000
7939,2008-02-02 18:57:49,116.31157000,39.97966000
7939,2008-02-02 19:02:59,116.40724000,39.85355000
7939,2008-02-02 19:07:49,116.31027000,39.98583000
7939,2008-02-02 19:17:49,116.30837000,40.01946000
7939,2008-02-02 19:27:24,116.29554000,40.05405000
7939,2008-02-02 19:31:17,116.30112000,40.04942000
7939,2008-02-02 19:41:17,116.33007000,40.02948000
7939,2008-02-02 19:51:17,116.33922000,40.02944000
7939,2008-02-02 20:01:17,116.37293000,39.98554000
7939,2008-02-02 20:11:17,116.40149000,39.98716000
7939,2008-02-02 20:14:33,116.40168000,39.99146000
7939,2008-02-02 20:21:17,116.41153000,40.00135000
7939,2008-02-02 20:31:17,116.43778000,40.00679000
7939,2008-02-02 20:40:42,116.46884000,39.99876000
7939,2008-02-02 20:50:42,116.45151000,39.98327000
7939,2008-02-02 21:10:42,116.40198000,39.98164000
7939,2008-02-02 21:16:21,116.38274000,39.97552000
7939,2008-02-02 21:26:21,116.36403000,39.95715000
7939,2008-02-02 21:36:21,116.37252000,39.95661000
7939,2008-02-02 21:56:21,116.45485000,39.92712000
7939,2008-02-02 22:06:21,116.45543000,39.93049000
7939,2008-02-02 22:16:21,116.44625000,39.95783000
7939,2008-02-02 22:26:21,116.33661000,39.96626000
7939,2008-02-02 22:32:12,116.31534000,39.96201000
7939,2008-02-02 22:42:12,116.31315000,39.97017000
7939,2008-02-02 22:48:15,116.31070000,39.98262000
7939,2008-02-02 22:55:45,116.33175000,39.99174000
7939,2008-02-02 22:58:15,116.33427000,39.98589000
7939,2008-02-02 23:08:14,116.34932000,39.93759000
7939,2008-02-02 23:18:14,116.34996000,39.91825000
7939,2008-02-02 23:28:14,116.34244000,39.89043000
7939,2008-02-02 23:38:14,116.33926000,39.80370000
7939,2008-02-02 23:47:52,116.32848000,39.78471000
7939,2008-02-02 23:57:52,116.33316000,39.78957000
7939,2008-02-03 00:07:51,116.34183000,39.84464000
7939,2008-02-03 00:17:51,116.37365000,39.84914000
7939,2008-02-03 00:27:51,116.38026000,39.84801000
7939,2008-02-03 00:37:51,116.38025000,39.84788000
7939,2008-02-03 00:47:51,116.38082000,39.85904000
7939,2008-02-03 00:58:28,116.45524000,39.87792000
7939,2008-02-03 01:08:28,116.45563000,39.88609000
7939,2008-02-03 01:20:34,116.45546000,39.88700000
7939,2008-02-03 01:30:34,116.44365000,39.95958000
7939,2008-02-03 01:40:34,116.42964000,39.96207000
7939,2008-02-03 01:48:20,116.42798000,39.95666000
7939,2008-02-03 02:15:09,116.35514000,39.95525000
7939,2008-02-03 02:33:31,116.38619000,39.95015000
7939,2008-02-03 02:43:22,116.36935000,39.96899000
7939,2008-02-03 03:02:24,116.41739000,39.95599000
7939,2008-02-03 03:04:25,116.41952000,39.95101000
7939,2008-02-03 03:14:25,116.41134000,39.91757000
7939,2008-02-03 03:24:25,116.40985000,39.91441000
7939,2008-02-03 04:35:20,116.41119000,39.91453000
7939,2008-02-03 04:45:20,116.45499000,39.93995000
7939,2008-02-03 04:48:13,116.46278000,39.94411000
7939,2008-02-03 04:55:20,116.45439000,39.93245000
7939,2008-02-03 04:58:13,116.44945000,39.93129000
7939,2008-02-03 05:08:13,116.42032000,39.91917000
7939,2008-02-03 05:18:13,116.41194000,39.91448000
7939,2008-02-03 05:29:38,116.44960000,39.92195000
7939,2008-02-03 05:39:38,116.51142000,39.92814000
7939,2008-02-03 05:42:07,116.50790000,39.93279000
7939,2008-02-03 05:52:07,116.49592000,39.93071000
7939,2008-02-03 06:02:07,116.47170000,39.91538000
7939,2008-02-03 06:06:15,116.45189000,39.91156000
7939,2008-02-03 06:12:07,116.45312000,39.92743000
7939,2008-02-03 06:22:07,116.41136000,39.91684000
7939,2008-02-03 06:32:07,116.40983000,39.91394000
7939,2008-02-03 08:12:06,116.40482000,39.91931000
7939,2008-02-03 08:51:57,116.39148000,39.87630000
7939,2008-02-03 09:01:33,116.40403000,39.85552000
7939,2008-02-03 09:05:32,116.40796000,39.85277000
7939,2008-02-03 09:15:32,116.42891000,39.84973000
7939,2008-02-03 09:23:53,116.42222000,39.84529000
7939,2008-02-03 09:29:22,116.41305000,39.84097000
7939,2008-02-03 09:34:10,116.39709000,39.85003000
7939,2008-02-03 09:44:10,116.39349000,39.86045000
7939,2008-02-03 09:57:43,116.36867000,39.86683000
7939,2008-02-03 10:21:51,116.40534000,39.90049000
7939,2008-02-03 10:31:51,116.40467000,39.91592000
7939,2008-02-03 10:41:46,116.40539000,39.94413000
7939,2008-02-03 11:14:08,116.47565000,39.89922000
7939,2008-02-03 11:30:48,116.46576000,39.89926000
7939,2008-02-03 11:40:48,116.45551000,39.90240000
7939,2008-02-03 11:50:48,116.41771000,39.89207000
7939,2008-02-03 11:56:10,116.40936000,39.89591000
7939,2008-02-03 12:06:10,116.41554000,39.86079000
7939,2008-02-03 12:16:10,116.40728000,39.85245000
7939,2008-02-03 12:26:10,116.40843000,39.84536000
7939,2008-02-03 12:36:10,116.41119000,39.84135000
7939,2008-02-03 12:46:10,116.40865000,39.84432000
7939,2008-02-03 12:56:10,116.40730000,39.85331000
7939,2008-02-03 13:06:10,116.40790000,39.85241000
